,student_id,student_name_x,email_x,phone_x,course,admission_date,admission_status,total_fee,paid_fee,payment_status
3623,STU-4623,Amit Sharma,amit.14@mail.com,9794277406,BCA,2024-10-29 23:00:00,Rejected,195245,99036,Pending
3624,STU-4624,Divya Das,divya.87@mail.com,9130079582,MBA,2024-10-30 00:00:00,Rejected,134032,174101,Partially Paid
3625,STU-4625,Sanjay Iyer,sanjay.59@mail.com,9576781715,BCA,2024-10-30 01:00:00,Admitted,73480,116506,Pending
3626,STU-4626,Rajesh Choudhary,rajesh.91@mail.com,9510535028,BBA,2024-10-30 02:00:00,Waitlisted,83886,163779,Partially Paid
3627,STU-4627,Michael Anderson,michael.21@mail.com,9646019691,BCA,2024-10-30 03:00:00,Waitlisted,60425,32821,Paid
3628,STU-4628,Priya Gupta,priya.35@mail.com,9332578927,MBA,2024-10-30 04:00:00,Admitted,106655,17872,Partially Paid
3629,STU-4629,Pooja Patel,pooja.91@mail.com,9452552089,MBA,2024-10-30 05:00:00,Waitlisted,108179,125011,Pending
3630,STU-4630,Neha Nair,neha.40@mail.com,9698809454,B.Tech,2024-10-30 06:00:00,Rejected,112590,76941,Paid
3631,STU-4631,Priya Choudhary,priya.13@mail.com,9738014167,B.Tech,2024-10-30 07:00:00,Admitted,67227,31920,Pending
3632,STU-4632,Rahul Nair,rahul.10@mail.com,9257745115,BBA,2024-10-30 08:00:00,Waitlisted,192275,85660,Paid
3633,STU-4633,Michael Brown,michael.24@mail.com,9956388627,BBA,2024-10-30 09:00:00,Waitlisted,77404,109444,Pending
3634,STU-4634,Pooja Das,pooja.80@mail.com,9123140144,B.Tech,2024-10-30 10:00:00,Waitlisted,160559,91088,Paid
3635,STU-4635,Deepa Patel,deepa.32@mail.com,9430484406,B.Tech,2024-10-30 11:00:00,Admitted,146287,151327,Partially Paid
3636,STU-4636,Amit Choudhary,amit.80@mail.com,9489144887,B.Tech,2024-10-30 12:00:00,Rejected,140987,170604,Partially Paid
3637,STU-4637,Karthik Patel,karthik.69@mail.com,9290450732,BCA,2024-10-30 13:00:00,Admitted,186681,61896,Partially Paid
3638,STU-4638,Amit Patel,amit.92@mail.com,9633920245,MCA,2024-10-30 14:00:00,Admitted,110346,113366,Paid
3639,STU-4639,Kiran Gupta,kiran.90@mail.com,9107588518,B.Tech,2024-10-30 15:00:00,Admitted,105391,146198,Pending
3640,STU-4640,Vivek Patel,vivek.83@mail.com,9444137467,B.Tech,2024-10-30 16:00:00,Rejected,109147,107911,Paid
3641,STU-4641,Anita Das,anita.10@mail.com,9935482283,BCA,2024-10-30 17:00:00,Rejected,124373,18309,Paid
3642,STU-4642,Priya Nair,priya.59@mail.com,9265908932,BBA,2024-10-30 18:00:00,Admitted,99781,174461,Partially Paid
3643,STU-4643,Neha Iyer,neha.10@mail.com,9599883751,BBA,2024-10-30 19:00:00,Waitlisted,60221,111894,Partially Paid
3644,STU-4644,Divya Nair,divya.70@mail.com,9338132536,BBA,2024-10-30 20:00:00,Admitted,167326,144991,Partially Paid
3645,STU-4645,Rakesh Gupta,rakesh.97@mail.com,9885102688,B.Tech,2024-10-30 21:00:00,Admitted,109514,125870,Pending
3646,STU-4646,Nisha Sharma,nisha.87@mail.com,9880909020,BBA,2024-10-30 22:00:00,Waitlisted,177064,69073,Paid
3647,STU-4647,Priya Patel,priya.66@mail.com,9425583335,MBA,2024-10-30 23:00:00,Waitlisted,60093,134602,Pending
3648,STU-4648,Sanjay Patel,sanjay.22@mail.com,9203750804,BBA,2024-10-31 00:00:00,Admitted,96532,35773,Partially Paid
3649,STU-4649,Sanjay Iyer,sanjay.41@mail.com,9487687077,MBA,2024-10-31 01:00:00,Rejected,112315,66027,Partially Paid
3650,STU-4650,Deepa Sharma,deepa.12@mail.com,9946383703,B.Tech,2024-10-31 02:00:00,Admitted,71997,138539,Paid
3651,STU-4651,Meena Iyer,meena.31@mail.com,9396693261,B.Tech,2024-10-31 03:00:00,Admitted,199918,133645,Pending
3652,STU-4652,Nisha Reddy,nisha.64@mail.com,9792828093,MCA,2024-10-31 04:00:00,Rejected,192731,123085,Paid
3653,STU-4653,Karthik Gupta,karthik.76@mail.com,9657513413,B.Tech,2024-10-31 05:00:00,Waitlisted,105288,148277,Paid
3654,STU-4654,Sanjay Nair,sanjay.10@mail.com,9474528227,B.Tech,2024-10-31 06:00:00,Admitted,110189,22290,Partially Paid
3655,STU-4655,Sneha Choudhary,sneha.18@mail.com,9153711795,BCA,2024-10-31 07:00:00,Rejected,183255,128557,Pending
3656,STU-4656,Emma Anderson,emma.42@mail.com,9473435715,BBA,2024-10-31 08:00:00,Rejected,162212,146613,Partially Paid
3657,STU-4657,Deepa Sharma,deepa.28@mail.com,9769551202,B.Tech,2024-10-31 09:00:00,Admitted,165308,30126,Pending
3658,STU-4658,Divya Iyer,divya.68@mail.com,9160059822,B.Tech,2024-10-31 10:00:00,Waitlisted,96521,37116,Partially Paid
3659,STU-4659,Pooja Sharma,pooja.52@mail.com,9176302914,MCA,2024-10-31 11:00:00,Admitted,168293,100303,Partially Paid
3660,STU-4660,Amit Verma,amit.21@mail.com,9546152935,BCA,2024-10-31 12:00:00,Waitlisted,189796,54930,Paid
3661,STU-4661,Sarah Brown,sarah.58@mail.com,9592912437,MCA,2024-10-31 13:00:00,Rejected,139007,66635,Paid
3662,STU-4662,Priya Sharma,priya.95@mail.com,9577954970,MBA,2024-10-31 14:00:00,Admitted,75298,74179,Pending
3663,STU-4663,Deepa Patel,deepa.78@mail.com,9718540144,BBA,2024-10-31 15:00:00,Waitlisted,197830,55093,Partially Paid
3664,STU-4664,Sanjay Reddy,sanjay.18@mail.com,9558954757,BBA,2024-10-31 16:00:00,Rejected,93687,44471,Pending
3665,STU-4665,Kiran Verma,kiran.90@mail.com,9759813757,MCA,2024-10-31 17:00:00,Admitted,173613,178473,Paid
3666,STU-4666,Sneha Patel,sneha.44@mail.com,9742122346,B.Tech,2024-10-31 18:00:00,Waitlisted,84979,88019,Partially Paid
3667,STU-4667,Pooja Sharma,pooja.31@mail.com,9113745943,MBA,2024-10-31 19:00:00,Admitted,166551,141966,Paid
3668,STU-4668,Kiran Choudhary,kiran.76@mail.com,9120721247,B.Tech,2024-10-31 20:00:00,Admitted,107675,168204,Partially Paid
3669,STU-4669,Pooja Gupta,pooja.52@mail.com,9745432931,B.Tech,2024-10-31 21:00:00,Rejected,176825,15333,Pending
3670,STU-4670,Robert Brown,robert.49@mail.com,9985816008,MBA,2024-10-31 22:00:00,Waitlisted,72490,105120,Paid
3671,STU-4671,Kiran Reddy,kiran.46@mail.com,9435913665,BCA,2024-10-31 23:00:00,Admitted,72305,166472,Paid
3672,STU-4672,Olivia Smith,olivia.33@mail.com,9634582793,MBA,2024-11-01 00:00:00,Admitted,162659,156222,Partially Paid
3673,STU-4673,Priya Singh,priya.53@mail.com,9747569121,MCA,2024-11-01 01:00:00,Waitlisted,178880,110297,Paid
3674,STU-4674,Sanjay Gupta,sanjay.68@mail.com,9454507255,BCA,2024-11-01 02:00:00,Waitlisted,132016,99339,Paid
3675,STU-4675,Rajesh Choudhary,rajesh.58@mail.com,9260237013,B.Tech,2024-11-01 03:00:00,Waitlisted,162018,160733,Pending
3676,STU-4676,Kiran Gupta,kiran.72@mail.com,9640689980,MBA,2024-11-01 04:00:00,Rejected,113148,74392,Partially Paid
3677,STU-4677,Kiran Nair,kiran.22@mail.com,9834948435,B.Tech,2024-11-01 05:00:00,Admitted,108122,147592,Partially Paid
3678,STU-4678,Manish Patel,manish.34@mail.com,9415639449,BCA,2024-11-01 06:00:00,Waitlisted,186538,44488,Paid
3679,STU-4679,Divya Choudhary,divya.43@mail.com,9457788369,MCA,2024-11-01 07:00:00,Rejected,80782,140295,Paid
3680,STU-4680,Sanjay Gupta,sanjay.76@mail.com,9294907639,BBA,2024-11-01 08:00:00,Waitlisted,139431,34600,Pending
3681,STU-4681,Kiran Singh,kiran.43@mail.com,9728770824,B.Tech,2024-11-01 09:00:00,Rejected,164710,154757,Partially Paid
3682,STU-4682,Meena Das,meena.25@mail.com,9689461933,MBA,2024-11-01 10:00:00,Admitted,123882,128519,Pending
3683,STU-4683,Vivek Verma,vivek.13@mail.com,9572379170,MBA,2024-11-01 11:00:00,Rejected,169297,95278,Pending
3684,STU-4684,Rajesh Gupta,rajesh.45@mail.com,9242810952,MBA,2024-11-01 12:00:00,Rejected,135858,127156,Partially Paid
3685,STU-4685,Deepa Nair,deepa.12@mail.com,9502941669,MBA,2024-11-01 13:00:00,Rejected,132152,17680,Partially Paid
3686,STU-4686,Pooja Iyer,pooja.67@mail.com,9770485940,B.Tech,2024-11-01 14:00:00,Waitlisted,90235,15439,Partially Paid
3687,STU-4687,Neha Nair,neha.49@mail.com,9992866373,MBA,2024-11-01 15:00:00,Admitted,135443,154399,Pending
3688,STU-4688,Sanjay Gupta,sanjay.70@mail.com,9980446512,B.Tech,2024-11-01 16:00:00,Waitlisted,116271,166122,Partially Paid
3689,STU-4689,Nisha Reddy,nisha.75@mail.com,9225956492,B.Tech,2024-11-01 17:00:00,Rejected,153242,114262,Partially Paid
3690,STU-4690,Neha Verma,neha.21@mail.com,9870241264,B.Tech,2024-11-01 18:00:00,Admitted,171975,113623,Partially Paid
3691,STU-4691,Rajesh Verma,rajesh.33@mail.com,9126028030,BCA,2024-11-01 19:00:00,Admitted,193807,143805,Pending
3692,STU-4692,Emily Jones,emily.82@mail.com,9528197370,BBA,2024-11-01 20:00:00,Waitlisted,102822,13379,Pending
3693,STU-4693,Rohit Singh,rohit.92@mail.com,9675959979,BCA,2024-11-01 21:00:00,Admitted,190135,174123,Partially Paid
3694,STU-4694,Manish Gupta,manish.78@mail.com,9639751369,B.Tech,2024-11-01 22:00:00,Waitlisted,146887,10698,Pending
3695,STU-4695,Karthik Sharma,karthik.77@mail.com,9955694777,B.Tech,2024-11-01 23:00:00,Admitted,80619,27511,Pending
3696,STU-4696,Sneha Gupta,sneha.86@mail.com,9643605475,BBA,2024-11-02 00:00:00,Admitted,110639,148411,Partially Paid
3697,STU-4697,Deepa Singh,deepa.64@mail.com,9322096351,MBA,2024-11-02 01:00:00,Rejected,135473,63299,Paid
3698,STU-4698,Rohit Patel,rohit.81@mail.com,9231526692,MCA,2024-11-02 02:00:00,Admitted,117645,104888,Pending
3699,STU-4699,Karthik Sharma,karthik.77@mail.com,9810789647,BCA,2024-11-02 03:00:00,Waitlisted,135353,52180,Partially Paid
3700,STU-4700,Rohit Gupta,rohit.42@mail.com,9270652989,B.Tech,2024-11-02 04:00:00,Rejected,91096,140967,Pending
3701,STU-4701,Karthik Verma,karthik.70@mail.com,9636415343,BCA,2024-11-02 05:00:00,Rejected,185548,27682,Partially Paid
3702,STU-4702,Emma Johnson,emma.44@mail.com,9938111712,MBA,2024-11-02 06:00:00,Admitted,198550,29544,Partially Paid
3703,STU-4703,Sophia Smith,sophia.37@mail.com,9498656023,MCA,2024-11-02 07:00:00,Waitlisted,94481,134117,Paid
3704,STU-4704,Manish Singh,manish.65@mail.com,9427225122,B.Tech,2024-11-02 08:00:00,Rejected,192114,34422,Paid
3705,STU-4705,Rakesh Choudhary,rakesh.10@mail.com,9724348903,MBA,2024-11-02 09:00:00,Waitlisted,180660,26075,Pending
3706,STU-4706,Amit Das,amit.33@mail.com,9867569663,MCA,2024-11-02 10:00:00,Waitlisted,174003,14321,Paid
3707,STU-4707,Amit Choudhary,amit.84@mail.com,9307526924,BCA,2024-11-02 11:00:00,Admitted,102478,114740,Pending
3708,STU-4708,Anita Sharma,anita.95@mail.com,9183414304,MBA,2024-11-02 12:00:00,Admitted,140994,126336,Paid
3709,STU-4709,Neha Choudhary,neha.59@mail.com,9905760678,MBA,2024-11-02 13:00:00,Rejected,63248,168624,Partially Paid
3710,STU-4710,Divya Sharma,divya.48@mail.com,9251946130,BCA,2024-11-02 14:00:00,Rejected,94334,147874,Paid
3711,STU-4711,Manish Iyer,manish.23@mail.com,9845443783,MCA,2024-11-02 15:00:00,Rejected,165812,118331,Paid
3712,STU-4712,Arjun Das,arjun.50@mail.com,9299345100,MBA,2024-11-02 16:00:00,Waitlisted,141945,84500,Paid
3713,STU-4713,Arjun Reddy,arjun.46@mail.com,9627241442,BCA,2024-11-02 17:00:00,Rejected,78659,34405,Partially Paid
3714,STU-4714,John Smith,john.10@mail.com,9776989227,BBA,2024-11-02 18:00:00,Waitlisted,132708,112807,Paid
3715,STU-4715,Anita Choudhary,anita.89@mail.com,9625132019,MBA,2024-11-02 19:00:00,Rejected,80574,66491,Paid
3716,STU-4716,Manish Iyer,manish.13@mail.com,9551113714,MCA,2024-11-02 20:00:00,Waitlisted,115122,31329,Partially Paid
3717,STU-4717,Priya Patel,priya.80@mail.com,9673868286,BCA,2024-11-02 21:00:00,Waitlisted,73304,131257,Partially Paid
3718,STU-4718,Divya Reddy,divya.64@mail.com,9184450576,MBA,2024-11-02 22:00:00,Waitlisted,140192,147619,Pending
3719,STU-4719,Meena Iyer,meena.11@mail.com,9215178916,MCA,2024-11-02 23:00:00,Rejected,161260,129002,Partially Paid
3720,STU-4720,Kiran Choudhary,kiran.35@mail.com,9995395536,B.Tech,2024-11-03 00:00:00,Admitted,137337,56169,Pending
3721,STU-4721,Deepa Singh,deepa.41@mail.com,9871743694,MCA,2024-11-03 01:00:00,Admitted,85049,136462,Paid
3722,STU-4722,Kiran Patel,kiran.55@mail.com,9217007426,BCA,2024-11-03 02:00:00,Waitlisted,144494,118303,Paid
3723,STU-4723,Amit Sharma,amit.95@mail.com,9691765913,MCA,2024-11-03 03:00:00,Waitlisted,182938,168370,Paid
3724,STU-4724,Arjun Verma,arjun.40@mail.com,9265551289,BBA,2024-11-03 04:00:00,Admitted,197019,68108,Paid
3725,STU-4725,Priya Patel,priya.36@mail.com,9363322504,MBA,2024-11-03 05:00:00,Waitlisted,77040,25253,Paid
3726,STU-4726,Anita Verma,anita.89@mail.com,9597981201,BBA,2024-11-03 06:00:00,Waitlisted,133098,92610,Paid
3727,STU-4727,Kiran Iyer,kiran.25@mail.com,9614210931,B.Tech,2024-11-03 07:00:00,Admitted,195098,143025,Partially Paid
3728,STU-4728,Nisha Patel,nisha.91@mail.com,9443544505,BBA,2024-11-03 08:00:00,Admitted,180468,28038,Pending
3729,STU-4729,Karthik Patel,karthik.84@mail.com,9863633776,BBA,2024-11-03 09:00:00,Rejected,85446,24588,Pending
3730,STU-4730,Priya Das,priya.82@mail.com,9536380233,B.Tech,2024-11-03 10:00:00,Admitted,113399,55972,Partially Paid
3731,STU-4731,Karthik Das,karthik.86@mail.com,9202722313,MCA,2024-11-03 11:00:00,Admitted,99582,173864,Paid
3732,STU-4732,Rajesh Patel,rajesh.81@mail.com,9686778456,BCA,2024-11-03 12:00:00,Waitlisted,77107,132744,Partially Paid
3733,STU-4733,Rohit Reddy,rohit.67@mail.com,9691820969,BCA,2024-11-03 13:00:00,Rejected,197433,46213,Paid
3734,STU-4734,Sanjay Verma,sanjay.87@mail.com,9157040862,B.Tech,2024-11-03 14:00:00,Waitlisted,164405,74069,Paid
3735,STU-4735,Rahul Iyer,rahul.52@mail.com,9180317284,MBA,2024-11-03 15:00:00,Admitted,61503,178607,Partially Paid
3736,STU-4736,Sarah Thomas,sarah.16@mail.com,9248636974,BCA,2024-11-03 16:00:00,Rejected,136613,83749,Paid
3737,STU-4737,Manish Choudhary,manish.61@mail.com,9860943620,BCA,2024-11-03 17:00:00,Admitted,168402,67490,Partially Paid
3738,STU-4738,Neha Nair,neha.99@mail.com,9705657666,MCA,2024-11-03 18:00:00,Rejected,160230,153445,Partially Paid
3739,STU-4739,Amit Das,amit.26@mail.com,9305329266,BBA,2024-11-03 19:00:00,Admitted,189813,127119,Paid
3740,STU-4740,Sanjay Verma,sanjay.43@mail.com,9365132789,BBA,2024-11-03 20:00:00,Waitlisted,172337,99999,Pending
3741,STU-4741,Sanjay Verma,sanjay.80@mail.com,9136112154,BBA,2024-11-03 21:00:00,Admitted,87461,91057,Partially Paid
3742,STU-4742,Rohit Das,rohit.75@mail.com,9911492626,MCA,2024-11-03 22:00:00,Rejected,106196,116010,Pending
3743,STU-4743,Rakesh Choudhary,rakesh.55@mail.com,9590511650,B.Tech,2024-11-03 23:00:00,Rejected,99433,25078,Pending
3744,STU-4744,Priya Iyer,priya.66@mail.com,9502393529,MCA,2024-11-04 00:00:00,Waitlisted,189631,175154,Paid
3745,STU-4745,Sneha Verma,sneha.20@mail.com,9521344896,BCA,2024-11-04 01:00:00,Admitted,193462,115010,Partially Paid
3746,STU-4746,Sarah Smith,sarah.23@mail.com,9496143508,B.Tech,2024-11-04 02:00:00,Rejected,103976,67631,Paid
3747,STU-4747,Rohit Choudhary,rohit.47@mail.com,9358238589,B.Tech,2024-11-04 03:00:00,Rejected,106849,165839,Partially Paid
3748,STU-4748,Priya Singh,priya.31@mail.com,9615955469,BCA,2024-11-04 04:00:00,Admitted,72634,11809,Paid
3749,STU-4749,Olivia Williams,olivia.85@mail.com,9908168293,MBA,2024-11-04 05:00:00,Admitted,122632,41204,Pending
3750,STU-4750,Amit Nair,amit.60@mail.com,9614524332,MCA,2024-11-04 06:00:00,Rejected,128628,177443,Partially Paid
3751,STU-4751,Meena Choudhary,meena.60@mail.com,9411181010,BCA,2024-11-04 07:00:00,Rejected,194315,10036,Pending
3752,STU-4752,Neha Gupta,neha.24@mail.com,9661666743,MBA,2024-11-04 08:00:00,Waitlisted,194983,129574,Paid
3753,STU-4753,Deepa Iyer,deepa.74@mail.com,9888097845,MCA,2024-11-04 09:00:00,Admitted,94067,70191,Paid
3754,STU-4754,Kiran Choudhary,kiran.86@mail.com,9750332054,MCA,2024-11-04 10:00:00,Waitlisted,108314,49063,Paid
3755,STU-4755,Anita Choudhary,anita.40@mail.com,9674455518,BBA,2024-11-04 11:00:00,Rejected,123192,35460,Partially Paid
3756,STU-4756,Kiran Patel,kiran.99@mail.com,9223467623,B.Tech,2024-11-04 12:00:00,Rejected,94152,159042,Partially Paid
3757,STU-4757,Priya Singh,priya.89@mail.com,9400639931,BCA,2024-11-04 13:00:00,Waitlisted,120437,65368,Partially Paid
3758,STU-4758,Divya Reddy,divya.71@mail.com,9188073194,BBA,2024-11-04 14:00:00,Rejected,147804,100281,Partially Paid
3759,STU-4759,Divya Reddy,divya.75@mail.com,9592465897,B.Tech,2024-11-04 15:00:00,Admitted,166657,72731,Partially Paid
3760,STU-4760,Karthik Sharma,karthik.51@mail.com,9412557102,BBA,2024-11-04 16:00:00,Admitted,68642,96117,Partially Paid
3761,STU-4761,Deepa Gupta,deepa.10@mail.com,9570276781,BCA,2024-11-04 17:00:00,Waitlisted,151112,127101,Pending
3762,STU-4762,Sanjay Choudhary,sanjay.30@mail.com,9673533731,B.Tech,2024-11-04 18:00:00,Waitlisted,122558,38653,Paid
3763,STU-4763,Amit Patel,amit.78@mail.com,9347769236,B.Tech,2024-11-04 19:00:00,Rejected,60980,53549,Pending
3764,STU-4764,Sneha Singh,sneha.21@mail.com,9241669625,MBA,2024-11-04 20:00:00,Admitted,154895,98321,Paid
3765,STU-4765,Rohit Nair,rohit.36@mail.com,9449956723,MBA,2024-11-04 21:00:00,Admitted,98720,13968,Pending
3766,STU-4766,Rahul Choudhary,rahul.39@mail.com,9932324142,BCA,2024-11-04 22:00:00,Waitlisted,91583,35917,Pending
3767,STU-4767,Pooja Das,pooja.22@mail.com,9181187647,BBA,2024-11-04 23:00:00,Waitlisted,98678,39623,Pending
3768,STU-4768,Meena Nair,meena.70@mail.com,9661078311,BCA,2024-11-05 00:00:00,Rejected,109321,31811,Pending
3769,STU-4769,Rajesh Patel,rajesh.27@mail.com,9296479472,MBA,2024-11-05 01:00:00,Admitted,123987,52127,Partially Paid
3770,STU-4770,Rajesh Choudhary,rajesh.96@mail.com,9540261625,BCA,2024-11-05 02:00:00,Waitlisted,106661,44820,Paid
3771,STU-4771,Karthik Reddy,karthik.21@mail.com,9142242956,MBA,2024-11-05 03:00:00,Waitlisted,119171,27368,Pending
3772,STU-4772,Rahul Choudhary,rahul.56@mail.com,9981760466,BBA,2024-11-05 04:00:00,Waitlisted,134842,80457,Pending
3773,STU-4773,Arjun Das,arjun.75@mail.com,9385830025,B.Tech,2024-11-05 05:00:00,Waitlisted,73500,43990,Pending
3774,STU-4774,Kiran Nair,kiran.77@mail.com,9809457669,BBA,2024-11-05 06:00:00,Waitlisted,113488,172245,Pending
3775,STU-4775,Arjun Iyer,arjun.21@mail.com,9175199751,MBA,2024-11-05 07:00:00,Waitlisted,98268,120468,Paid
3776,STU-4776,Deepa Reddy,deepa.38@mail.com,9937443009,B.Tech,2024-11-05 08:00:00,Admitted,92518,28482,Paid
3777,STU-4777,Vivek Singh,vivek.11@mail.com,9109471837,MCA,2024-11-05 09:00:00,Rejected,108309,119642,Partially Paid
3778,STU-4778,Vivek Reddy,vivek.49@mail.com,9770183548,BCA,2024-11-05 10:00:00,Waitlisted,108945,134081,Paid
3779,STU-4779,Arjun Singh,arjun.96@mail.com,9180535419,MBA,2024-11-05 11:00:00,Admitted,173889,55127,Pending
3780,STU-4780,Robert Brown,robert.24@mail.com,9498202305,MCA,2024-11-05 12:00:00,Rejected,87505,32455,Pending
3781,STU-4781,Meena Singh,meena.19@mail.com,9613957674,MBA,2024-11-05 13:00:00,Waitlisted,161456,52351,Paid
3782,STU-4782,Rajesh Singh,rajesh.61@mail.com,9783123473,B.Tech,2024-11-05 14:00:00,Admitted,197072,154675,Paid
3783,STU-4783,Emily Jones,emily.22@mail.com,9164532881,B.Tech,2024-11-05 15:00:00,Waitlisted,172512,87884,Pending
3784,STU-4784,Karthik Iyer,karthik.51@mail.com,9905203862,BBA,2024-11-05 16:00:00,Waitlisted,149308,170126,Paid
3785,STU-4785,Rahul Verma,rahul.32@mail.com,9284203466,BBA,2024-11-05 17:00:00,Waitlisted,155955,142037,Partially Paid
3786,STU-4786,Divya Iyer,divya.27@mail.com,9162742639,MCA,2024-11-05 18:00:00,Waitlisted,103661,129441,Partially Paid
3787,STU-4787,Sanjay Choudhary,sanjay.29@mail.com,9308162888,B.Tech,2024-11-05 19:00:00,Waitlisted,93797,39043,Paid
3788,STU-4788,Priya Verma,priya.85@mail.com,9929253495,MBA,2024-11-05 20:00:00,Admitted,156228,39156,Partially Paid
3789,STU-4789,Manish Verma,manish.27@mail.com,9579415074,MCA,2024-11-05 21:00:00,Admitted,184560,69639,Pending
3790,STU-4790,Deepa Patel,deepa.61@mail.com,9675551476,B.Tech,2024-11-05 22:00:00,Waitlisted,183641,69583,Paid
3791,STU-4791,Nisha Sharma,nisha.63@mail.com,9744628672,BBA,2024-11-05 23:00:00,Admitted,139346,95451,Pending
3792,STU-4792,Sneha Patel,sneha.50@mail.com,9971634914,MBA,2024-11-06 00:00:00,Waitlisted,69257,115505,Partially Paid
3793,STU-4793,Sneha Patel,sneha.19@mail.com,9193486853,MBA,2024-11-06 01:00:00,Admitted,75894,142966,Pending
3794,STU-4794,Kiran Reddy,kiran.20@mail.com,9275755105,B.Tech,2024-11-06 02:00:00,Admitted,130485,31597,Pending
3795,STU-4795,Emily Jones,emily.18@mail.com,9411880218,B.Tech,2024-11-06 03:00:00,Rejected,92025,149112,Partially Paid
3796,STU-4796,Deepa Nair,deepa.16@mail.com,9743370521,B.Tech,2024-11-06 04:00:00,Rejected,70653,105824,Paid
3797,STU-4797,Rajesh Reddy,rajesh.37@mail.com,9753266536,BBA,2024-11-06 05:00:00,Rejected,175495,139554,Partially Paid
3798,STU-4798,Divya Reddy,divya.40@mail.com,9512636117,MBA,2024-11-06 06:00:00,Rejected,106385,11584,Partially Paid
3799,STU-4799,Neha Iyer,neha.58@mail.com,9629818243,BBA,2024-11-06 07:00:00,Rejected,176172,137334,Paid
3800,STU-4800,Nisha Verma,nisha.40@mail.com,9957958306,MCA,2024-11-06 08:00:00,Rejected,110130,85157,Pending
3801,STU-4801,Deepa Das,deepa.63@mail.com,9766601989,BBA,2024-11-06 09:00:00,Waitlisted,103538,69604,Partially Paid
3802,STU-4802,Emma Johnson,emma.72@mail.com,9181221948,BCA,2024-11-06 10:00:00,Admitted,177655,132306,Pending
3803,STU-4803,Karthik Das,karthik.61@mail.com,9136750436,BCA,2024-11-06 11:00:00,Rejected,125931,166308,Pending
3804,STU-4804,Amit Nair,amit.31@mail.com,9819728944,BBA,2024-11-06 12:00:00,Admitted,197519,69130,Pending
3805,STU-4805,Kiran Verma,kiran.52@mail.com,9148953739,B.Tech,2024-11-06 13:00:00,Waitlisted,193208,120112,Paid
3806,STU-4806,Kiran Reddy,kiran.38@mail.com,9115529117,BBA,2024-11-06 14:00:00,Waitlisted,183403,92254,Partially Paid
3807,STU-4807,Priya Choudhary,priya.14@mail.com,9968435382,B.Tech,2024-11-06 15:00:00,Rejected,152677,118264,Paid
3808,STU-4808,Manish Gupta,manish.15@mail.com,9683999351,BBA,2024-11-06 16:00:00,Waitlisted,121885,67234,Partially Paid
3809,STU-4809,Rajesh Singh,rajesh.30@mail.com,9965343118,B.Tech,2024-11-06 17:00:00,Waitlisted,167533,12462,Pending
3810,STU-4810,Sanjay Verma,sanjay.99@mail.com,9664897422,BBA,2024-11-06 18:00:00,Admitted,127973,129964,Pending
3811,STU-4811,Manish Sharma,manish.12@mail.com,9709792464,B.Tech,2024-11-06 19:00:00,Rejected,196581,119089,Paid
3812,STU-4812,Manish Reddy,manish.28@mail.com,9780070656,MBA,2024-11-06 20:00:00,Waitlisted,169907,162086,Paid
3813,STU-4813,Nisha Patel,nisha.89@mail.com,9409916742,BBA,2024-11-06 21:00:00,Rejected,65342,98157,Paid
3814,STU-4814,Pooja Choudhary,pooja.52@mail.com,9201683042,MBA,2024-11-06 22:00:00,Waitlisted,61480,85367,Paid
3815,STU-4815,Priya Patel,priya.57@mail.com,9398597977,BBA,2024-11-06 23:00:00,Waitlisted,152749,141342,Partially Paid
3816,STU-4816,Arjun Das,arjun.81@mail.com,9700052880,MCA,2024-11-07 00:00:00,Admitted,137576,170041,Pending
3817,STU-4817,Anita Patel,anita.91@mail.com,9124723542,MBA,2024-11-07 01:00:00,Rejected,185216,34645,Pending
3818,STU-4818,Michael Johnson,michael.42@mail.com,9954830731,MBA,2024-11-07 02:00:00,Rejected,157547,24058,Paid
3819,STU-4819,Anita Sharma,anita.28@mail.com,9195814140,MCA,2024-11-07 03:00:00,Admitted,192117,154104,Pending
3820,STU-4820,Rakesh Nair,rakesh.77@mail.com,9521706783,MCA,2024-11-07 04:00:00,Waitlisted,162415,33916,Pending
3821,STU-4821,Anita Gupta,anita.14@mail.com,9433337880,MBA,2024-11-07 05:00:00,Admitted,186438,80057,Pending
3822,STU-4822,Manish Das,manish.62@mail.com,9742928980,MCA,2024-11-07 06:00:00,Rejected,78669,124698,Partially Paid
3823,STU-4823,Emily Johnson,emily.45@mail.com,9924354756,BCA,2024-11-07 07:00:00,Rejected,159105,101540,Partially Paid
3824,STU-4824,Deepa Das,deepa.77@mail.com,9670366109,MBA,2024-11-07 08:00:00,Rejected,127529,140515,Paid
3825,STU-4825,Pooja Singh,pooja.80@mail.com,9338922361,MCA,2024-11-07 09:00:00,Rejected,101875,24980,Partially Paid
3826,STU-4826,Priya Reddy,priya.44@mail.com,9800906656,B.Tech,2024-11-07 10:00:00,Admitted,191445,162977,Paid
3827,STU-4827,Arjun Choudhary,arjun.82@mail.com,9452155859,BCA,2024-11-07 11:00:00,Admitted,163985,10985,Partially Paid
3828,STU-4828,Emma Taylor,emma.23@mail.com,9317409617,MCA,2024-11-07 12:00:00,Admitted,110664,130254,Paid
3829,STU-4829,Deepa Gupta,deepa.50@mail.com,9881809622,MCA,2024-11-07 13:00:00,Rejected,69545,165735,Paid
